name,phone,street,city,country,website,description
PG Motoring Emotion,06.10.23.10.78,5 Rue du Fuyant, 42300 ROANNE, France,http://www.motoring-emotion.com,"Vous souhaitez acquérir pour votre passion ou investir dans un véhicule de collection, d’exception, GT, sport ou de prestige, Motoring Émotion vous propose un choix sélectionné.<br /> <br />Les véhicules proposés à la vente sont tous visibles sur rendez-vous en nos locaux dans le Beaujolais. L’essai sur route sera aussi proposé si un intérêt est porté.<br /><br />Une garantie modulable en valeur, comme dans le temps peut être souscrite ou incluse dans le prix de… > lire la suite vente.<br /><br />La livraison est aussi possible à votre domicile ou toute autre adresse en France et à l’étranger. "
Phaeton Workshop,06 71 02 60 22,3 avenue le verrier, 78190 Trappes, France,http://www.phaetonworkshop.fr,"Sébastien & ThomasAtelier, Achat, Vente, Véhicules Anciens et YoungtimersAtelier : 07.87.14.35.12Commerce :… > lire la suite 06.71.02.60.22www.phaetonworkshop.fr"
Pinson Automobiles,02 38 86 17 69,1 rue des Pinsons, 45520 Cercottes, France,http://www.pinsonautomobiles.fr,"PINSON AUTOMOBILES1, rue des Pinsons45520 Cercottes (Orléans)Tél : 02 38 86 17… > lire la suite 69Mail : vente@pinsonautomobiles.frwww.pinsonautomobiles.frNous proposons la vente de l’automobile qui vous fera vibrer, ainsi que le rachat de celle dont nous prendrons soin (sans obligation d’achat).Du lundi au samedi, nos équipes demeurent à votre disposition pour vous accueillir et ainsi partager avec vous notre univers.Toutes les marques les plus prestigieuses restent visibles dans notre nouveau show-room dédié, à une heure de Paris.Prenez le temps…..venez….."
Porez Auto Retro ,06.74.67.48.79,98 Boulevard Dumas, 02100 Saint-Quentin, France,http://www.porez.fr, 06.74.67.48.79
prestige automotiv,06 84 32 87 97,53 chemin du bois, 42155 Pouilly les nonains, France,http://www.prestigeautomotiv.com,"Achat / vente de voitures de collectionSpécialisé dans les marques Rolls-Royce, Bentley et Jaguar- Recherche… > lire la suite personnalisée- Livraison à domicile- Dépôt vente- Nettoyage, préparation, poli lustrage- Vente de pièce détachées Rolls-Royce, Bentley et Jaguar"
Provost Automobiles Le Mans,02 43 28 23 24,rue Lucien Chaserant, 72650 Saint Saturnin, France,http://www.provost-auto.fr,"NOTRE ENGAGEMENT EST LE RESPECT DE L'HISTOIRE ET DES SPECIFICITES DE CHAQUE AUTOMOBILENous pouvons répondre à toutes demandes de réparation ou d’entretien de votre voiture ancienne ou sportive.Notre équipe technique étudiera avec vous le projet… > lire la suite de restauration et vous proposera un contrat définissant les phases de restauration, les coûts et délais.Prestations complémentaires- Préparation de votre voiture pour rallye « régularité »- Remise en route, sortie d’hivernage- Installation de TRIP MASTER- Pose d’arceau- Préparation moteur"
Qualité Auto,06 25 81 51 71,300 RUE DE L ORATOIRE, 31810 vernet, France,http://www.qualiteauto.com,"Qualité Auto vous propose:L'achat, vente, dépôt vente de véhicules de collectionUn service d'entretien et répartition de véhicules ancien"
Racing Légend,04 73 54 45 19,RACING LEGEND, 63500 ISSOIRE, France,http://www.racing-legend.fr,"Frédéric Chambon et son équipe sont heureux de vous accueillir sur le site de Racing Legend, société fondée en 2005 et dédiée à la passion automobile.- Entretien- Préparation… > lire la suite courseSur les circuits ou en rallye, nous sommes disponibles pour vous assister. Différentes formules, selon vos attentes... Demandez-nous un devis.Le garage est situé à Issoire,à 20 minutes de Clermont Ferrand.Spécialiste Porsche et VHC en Auvergne"
RestaurRealAuto,0662124312,, 81120 Réalmont, France,http://www.racing-legend.fr, 0662124312
Rétro Galerie,06 18 62 03 08,ZI Sempau, 64200 Biarritz, France,http://www.retro-galerie.fr, 06 18 62 03 08
Rétro Vintage Cars ,06 16 09 05 96,, 92300 Levallois-Perret, France,http://www.retrovintagecars.com,Spécialiste de la vente d'automobiles de collection
Revauto,02 99 85 22 33,rue Allory, 35740 PACE, France,http://www.revauto.fr, 07 71 86 69 90
Revival Motors,+33 6 70 20 83 42,1 grande rue, 78170 La Celle Saint CLoud, France,http://revival-motors.com,"Revival Motors est une famille de passionnés d'autos et de motos depuis plusieurs décennies, après quelques années passées à pratiquer et à voyager nous sommes maintenant en mesure de vous proposer quelques autos et motos de collection qui nous ont fait envie il y a 40 ou 50 ans. Notez que TOUS les véhicules que nous vous proposons sont déjà notre propriété, ils ont été achetés, payés et souvent déjà expédiés à notre attention. Chez… > lire la suite Revival Motors, nous vous conseillerons et pourrons vous proposer de trouver le véhicule de vos rêves. Nous gérons cette activité comme un hobby, entre passionnés. Tous les engins que nous livrons sont immatriculables en ""collection"". Votre satisfaction sera notre seul outil de communication. Merci de prendre rendez-vous pour les visites"
Richard Maison de Ventes ,04 28 39 00 20,292 boulevard Albert Camus, 69400 Villefranche sur Saône, France,http://www.richardmdv.com,"Vente aux enchères d'automobiles de collection le dimanche 19 mars 2023 à 15 h.Exposition : vendredi 17 de 14h à 18h, samedi 18 mars de 10h à 18h, et dimanche 19 mars de 9h à… > lire la suite 13hAdresse : Technicentre SNCF, 69350 La Mulatière"
Royal Automobile,+33(0)1 44 18 95 00,15 Avenue RAPP, 75007 Paris, France,http://www.royalautomobile-paris.com,"Bienvenue chez Royal Automobile Paris!Depuis 2011, Royal Automobile a quitté La Baule, ville qui l’avait vu naitre en 1976, pour rejoindre la capitale.Intégrée au Groupe Avanti Motors de Jean-Pierre Van Den Doorn, Royal Automobile vous… > lire la suite accueille dans son showroom et atelier de 900 m².Idéalement situé au coeur du 7ème arrondissement entre l’esplanade du Champ de Mars et les le Pont de L'Alma, notre équipe vous accueille du lundi au vendredi.Mais aussi le samedi et dimanche sur rendez-vous.Venez découvrir notre sélection de véhicules en vente et découvrez vous-même pourquoi nous sommes leaders de la vente de véhicules de collection à Paris."
Saga Classic,+33 (0)2.52.59.55.00,Route de Nantes, 85170 Belleville-sur-Vie, France,http://www.saga-classic.com/fr/,"Acquérir un véhicule chez Saga Classic, c’est choisir un modèle restauré dans les règles de l’art par une équipe de passionnés, qui ne laisse rien au hasard. Chacun de nos véhicules est préparé avec la plus grande attention, et livré dans les meilleures conditions. Vous êtes prêts à faire partie de l’aventure Saga Classic ? Découvrez nos véhicules ou contactez-nous."
Sam's Garage,02 43 64 98 62,18 rue de la Croix Des Landes, 53940 St Berthevin, France,http://www.samsgarage.fr,"ENTRETIEN :Nous vous proposons nos services pour l'entretien de votre véhicule, de la vidange à la réfection moteur ou boîte automatique, toutes mécaniques anciennes, américaines comme européennes.PRÉPARATION… > lire la suite :Nous vous proposons également une large gamme de préparations ou conversions spécifiques à votre véhicule.     - Conversion direction assistée    - Conversion freins à disque    - Conversion freinage assisté    - Conversion carburateur 2 corps-4 corps    - Conversion injection-carburateur    - Conversion double ligne d'échappement et 4/1    - Conversion allumage électronique    - Préparation moteur perfo    - Préparation boîte perfo    - Préparation suspensions perfoIMPORT :Vous recherchez un modèle spécifique aux États Unis ? Notre équipe de spécialistes en véhicules de collection implantée dans le Wisconsin et en Californie vous épaulera pour sauter le pas. Nous nous occuperons de la recherche jusqu'à la livraison clé en main."
Sanseigne Vintage,03 84 47 54 44,10 route de Champagnole, 39110 Salins les Bains, France,http://www.sanseigne-vintage.fr,"Sanseigne Vintage est heureux de vous faire partager son amour pour le monde fabuleux des véhicules anciens (et moins anciens aussi). Que vous soyez amateur ou passionné, nous vous aiderons à concrétiser votre souhait de posséder la voiture de vos vos rêves. Acquérir une voiture ancienne, c’est un peu comme une œuvre d’art choisie pour le plaisir qu’elle vous apportera… > lire la suite longtemps.Sanseigne Vintage saura par son expertise et sa compétence vous aider à concrétiser votre RÊVE.Nous disposons d’un atelier afin de vous proposer une belle restauration ou un entretien avant une nouvelle aventure de votre véhicule d’exception.Au cours de la restauration, nous avons à coeur de vous inclure à cette étape en vous proposant un dossier photos retraçant les différentes étapes et actions.- Mécanique et électricité- Carrosserie- Sellerie & Boiserie"
sarl auto stop 31,05 61 34 42 53,ROUTE De paris, 31150 FENOUILLET, France,http://www.sanseigne-vintage.fr, 05 61 34 42 53
SARL Laurent Paradise,06 08 31 01 64,, 83120 Sainte maxime, France,http://www.paradise-automobile.fr,Vente de véhicules de collection
SARL LUCAS E,02 96 84 76 78,1 rue de l avenir, 22250 BROONS, France,http://www.paradise-automobile.fr, 02 96 84 76 78
SAS 2CV Occitanie,07 67 25 32 83,lieu dit Les Giscarrels, 11290 Montreal, France,http://www.2cv-occitanie.fr,"Mécanique, carrosserie, peinture, magasin."
SAS MARIDIS,0450345970,40 Rue les Clus , 74970 marignier, France,http://www.2cv-occitanie.fr, 0450345970
Sauvagnat Automobiles,04 73 96 81 74,13 Chemin du Bateau, 63500 Sauvagnat-Sainte-Marthe, France,http://www.sauvagnat-automobiles.com/,"Une équipe de professionnels réunis autour d'une même passion : les véhicules US.Passionnés par les véhicules anciens et spécialiste des voitures Américaines nous vous accueillons dans nos locaux de Sauvagnat Sainte Marthe (à côté de Clermont-Ferrand… > lire la suite 63).Attentifs à la qualité de nos véhicules, nous nous rendons tous les trimestres aux USA pour choisir, vérifier l'état des châssis, planchers, carrosserie, intérieurs, ainsi que la mécanique, afin de vous proposer des véhicules sains. Nous ne proposons QUE des autos "" En CHAIR et en OS""Visibles et Disponibles à notre Show RoomLa satisfaction de nos clients est notre meilleure publicitéVotre passion, c'est notre Métier !Livraisons sur toute la France"
Serge Havé Sports,02 31 67 98 69,La Papillonnière, 14500 Vire, France,http://www.serge-have-sport.com,"Serge Havé né en 1951, professionnel et passionné d’automobiles depuis 1977. Création de Serge Havé Sport en 04/1995- Achat, Vente, Service, Atelier- Spécialiste véhicules de sport, 4X4, SUV, véhicules… > lire la suite anciens- Atelier, réparation toutes marques, entretien Porsche- 6 personnes passionnées à votre service et à votre écoute- 30 à 40 véhicules en permanence- 50% des ventes réalisées suite à une commande, demande précise, cahier des charges de notre client!- Plus de 5.000 véhicules vendus à ce jour (dans toute la France)- Véhicules révisés, garantis et préparés- Formalités administratives par nos soins- Accueil, convivialité et professionnalisme assurés"
